the_geom,SHAPE_AREA,SHAPE_LEN,Sub_Base,Soil,Source
"MULTIPOLYGON (((144.9893977243795 -37.82078797983642, 144.98928067363497 -37.82149868747711, 144.9890465483811 -37.82306880087257, 144.98900203513043 -37.82336731084104, 144.98886830767506 -37.82402552831044, 144.9888426380199 -37.82420461273266, 144.98880015868698 -37.8245009673243, 144.98870489241762 -37.825117688074926, 144.987642378251 -37.82495445052102, 144.9848987936638 -37.825435781925705, 144.98310580497173 -37.82524660400511, 144.9812577715833 -37.82463385023758, 144.97909854922244 -37.82322334286745, 144.97873373617705 -37.82194926618349, 144.97763530917925 -37.820715415421546, 144.97705210757636 -37.82012431511868, 144.97607387544753 -37.819367945512965, 144.97544577702845 -37.81798368154817, 144.97381066245575 -37.816899043273644, 144.97219013660185 -37.817716355202016, 144.9707084798957 -37.8183247354899, 144.97075932186266 -37.81832768331989, 144.96796939492975 -37.81864727489948, 144.96180958165536 -37.81986144414731, 144.96069112787362 -37.81936664838199, 144.96625332927206 -37.818089391024685, 144.97081552696974 -37.81684746428847, 144.97512144808388 -37.81523117233784, 144.97705160869367 -37.815264349092516, 144.97857378606346 -37.815607444787965, 144.9790587272203 -37.817359015483206, 144.9806158592424 -37.81886484946104, 144.98337404707289 -37.82028558902758, 144.98523491526936 -37.82042309751962, 144.98562136893597 -37.82090514076989, 144.9864029015437 -37.82155241702419, 144.9874013521718 -37.82156948815344, 144.98854296529908 -37.82121921682014, 144.9893977243795 -37.82078797983642)))",3087230.50876,15418.4767314,Basalt New Volcanic,Shallow Heavy Textured Clay,Digitized from 1956 Geological Survey of Victoria Map
"MULTIPOLYGON (((144.9905800353873 -37.814014330912016, 144.9901222911323 -37.814021642848125, 144.98967748794786 -37.81379945579977, 144.98923850723034 -37.81336277270796, 144.9892617856247 -37.812504794899915, 144.98928118353203 -37.81178981328815, 144.98866197449473 -37.81135005038434, 144.98813483411175 -37.810840326067364, 144.98743328575242 -37.810113024825924, 144.98739828477576 -37.80943411530702, 144.9912978955415 -37.80984710474167, 144.9905800353873 -37.814014330912016)))",3087230.50876,15418.4767314,Basalt New Volcanic,Shallow Heavy Textured Clay,Digitized from 1956 Geological Survey of Victoria Map
"MULTIPOLYGON (((144.9603518689367 -37.82834535393666, 144.96011355569283 -37.82840544978154, 144.95991946854264 -37.82844671864956, 144.9597236646581 -37.82848252460729, 144.9595263885924 -37.8285128229965, 144.9593278864142 -37.82853757605824, 144.95912840571094 -37.82855675282037, 144.95888454948016 -37.82857318398413, 144.9586401419426 -37.828583215988644, 144.95839544989366 -37.828586837912475, 144.95815074050438 -37.828584045827014, 144.95790628117913 -37.828574842794005, 144.95756006612982 -37.828551916136476, 144.95721491589552 -37.828520472490666, 144.9570064132162 -37.8284962528695, 144.9574673732707 -37.82760435929029, 144.95827928327327 -37.82714301356039, 144.95901734224068 -37.826944508887024, 144.9598001498889 -37.827539156116785, 144.9603518689367 -37.82834535393666)))",3087230.50876,15418.4767314,Basalt Old Volcanic,Shallow Heavy Textured Clay,Digitized from 1956 Geological Survey of Victoria Map
"MULTIPOLYGON (((144.93306522949476 -37.78843072393977, 144.9332543272117 -37.789783992810065, 144.93355732575742 -37.79184939932932, 144.93388902142502 -37.79288526360303, 144.9331491289683 -37.79355897701321, 144.93191105962683 -37.79399503951822, 144.93244462332348 -37.79554947418752, 144.93313512311354 -37.79664886354762, 144.93440866545913 -37.7975295783623, 144.93446322026145 -37.79816000652645, 144.93385787943922 -37.7991794311309, 144.9328263992633 -37.79996247408981, 144.93201753062402 -37.80052051867126, 144.9316845182932 -37.80211695920521, 144.93122327759193 -37.80313889973375, 144.93034546844598 -37.80358127167863, 144.9291968755247 -37.80338940517574, 144.92900138782392 -37.80264204790755, 144.9288859777931 -37.80160997579889, 144.92875938531782 -37.80097827887119, 144.92826758297446 -37.80051183104684, 144.92719112692208 -37.80032121455351, 144.92708373960158 -37.799003158953646, 144.927650658523 -37.796781377448525, 144.9275224844185 -37.79620687573913, 144.9266623300124 -37.796020061406175, 144.92551066439498 -37.795942555275865, 144.9245047603486 -37.7958103823049, 144.92364461913115 -37.79562354626892, 144.92293024137484 -37.79538205038171, 144.9218474637188 -37.79542017265538, 144.9209793168619 -37.79551929878043, 144.9205660929129 -37.79482530832347, 144.92080156974055 -37.79414277118668, 144.92205252241632 -37.793249257052636, 144.9227925092398 -37.792575616224156, 144.92317210760734 -37.791895615711184, 144.92347321888647 -37.79144312842852, 144.9237118593705 -37.79064619121437, 144.92320894452394 -37.79058009915325, 144.92300713873448 -37.790061518698046, 144.9222944181976 -37.78976282401305, 144.92200772920557 -37.78970054131863, 144.92114766530062 -37.78951368912782, 144.92064476088663 -37.78944758639421, 144.92066400213005 -37.78876123078543, 144.9201146925922 -37.78777871271909, 144.91984726087193 -37.78703006952225, 144.91928674383328 -37.786447922024685, 144.91858049283343 -37.78592042108984, 144.91779576176864 -37.78562042699693, 144.91650013349957 -37.78554028927493, 144.91465047169496 -37.784649184558006, 144.91336773562938 -37.78411144415864, 144.9117118066298 -37.78402487011227, 144.91032481586464 -37.784629739473225, 144.90987952004104 -37.78507963423003, 144.90963752943682 -37.78599093210435, 144.90933313506426 -37.786557774376355, 144.90801492140992 -37.787278285388666, 144.90742222778897 -37.78784000100987, 144.90661008420471 -37.78851226196102, 144.90594852806012 -37.78895829680226, 144.90490883376518 -37.79002707057216, 144.9035475438108 -37.78971672357906, 144.90327348595065 -37.78940312250814, 144.90331780083875 -37.78938316339646, 144.90340843951344 -37.789339015788634, 144.90349711904514 -37.789292429811475, 144.90358373539868 -37.789243460165864, 144.90366818687218 -37.78919216441056, 144.90375037424832 -37.78913860262695, 144.90383020120743 -37.789082837877004, 144.90390757392075 -37.789024935520054, 144.90398240146993 -37.78896496344558, 144.90405459626618 -37.788902992305886, 144.9041240732212 -37.78883909471282, 144.90419075101482 -37.788773345598294, 144.90425455138197 -37.788705822314064, 144.90448121134852 -37.788349821510465, 144.90457316795946 -37.7881800168693, 144.9046585591878 -37.788008066465494, 144.90473730575053 -37.787834130212765, 144.9048093344232 -37.78765836970874, 144.90487457817835 -37.7874809483502, 144.90493297662044 -37.78730203100252, 144.9050327298051 -37.78732125439844, 144.9050337199606 -37.787318244752285, 144.90503483960475 -37.78731526388142, 144.90503608750387 -37.78731231525585, 144.90503746228262 -37.78730940234323, 144.90503896199812 -37.78730652860101, 144.90504058527807 -37.78730369738412, 144.90504233004097 -37.787300912034965, 144.90504419406653 -37.78729817578078, 144.90504617541183 -37.78729549207907, 144.90504827172435 -37.78729286381671, 144.90505048035817 -37.787290294213456, 144.9050527988157 -37.787287786266276, 144.90505522445739 -37.787285342969696, 144.9050577542245 -37.787282967085424, 144.90506038533564 -37.78728066160548, 144.90506311445472 -37.78727842906131, 144.90506593866488 -37.787276272217255, 144.9050688543462 -37.78727419359976, 144.90507185830765 -37.78727219563025, 144.9050749467938 -37.78727028060752, 144.90507811633628 -37.7872684507228, 144.90508136303467 -37.78726670838491, 144.90508468328812 -37.787265055444806, 144.90508807306395 -37.787263493971, 144.90509152833891 -37.78726202569427, 144.90509504508984 -37.78726065234539, 144.90509861915166 -37.787259375652646, 144.90510224622378 -37.787258197116536, 144.9051059222989 -37.78725711790491, 144.90510964278957 -37.78725613962585, 144.90511340341422 -37.7872552631044, 144.90511719959494 -37.78725448961083, 144.9051210271953 -37.78725381986011, 144.90512488135994 -37.78725325489235, 144.90512875767504 -37.787252795192245, 144.90513265172677 -37.78725244124453, 144.90513655867255 -37.78725219363895, 144.90514047410488 -37.78725205263502, 144.90514439319705 -37.78725201825956, 144.90514831154485 -37.787252090659514, 144.9051522244633 -37.7872522698642, 144.9051561272804 -37.78725255545258, 144.90516001560454 -37.78725294712124, 144.90516388447986 -37.787253444444076, 144.905167729663 -37.78725404689508, 144.90631975542092 -37.787450894296796, 144.90637891331087 -37.787226393798214, 144.9064289900396 -37.7870005061237, 144.90646993473214 -37.7867734625456, 144.90650170556393 -37.786545495621624, 144.9065242699174 -37.786316838634285, 144.90654820398274 -37.78607675828537, 144.90658228670816 -37.78583745162065, 144.9066264792967 -37.785599188517445, 144.9066807319042 -37.785362238090926, 144.9067449830974 -37.78512686778356, 144.90681916042533 -37.784893343262496, 144.90690318000046 -37.78466192818703, 144.906996946802 -37.78443288353828, 144.9071003549474 -37.784206468074636, 144.90721328772142 -37.78398293731857, 144.90733561743778 -37.78376254344182, 144.9074672061488 -37.78354553527795, 144.90760790495264 -37.783332157747196, 144.90775755527315 -37.78312265176653, 144.90791598788337 -37.78291725366943, 144.9080830240373 -37.782716195338715, 144.90825847520233 -37.78251970363884, 144.91358475959714 -37.77938934952455, 144.91434006375775 -37.78018703449218, 144.91478462201928 -37.780638953246886, 144.91478300742023 -37.78065051870861, 144.91759904980236 -37.78361943080028, 144.91781957750877 -37.78385191325363, 144.918896440586 -37.78496968103718, 144.9211566068655 -37.78729894943599, 144.92131156917003 -37.7874578014136, 144.9214446360117 -37.78745136215538, 144.92246298517946 -37.78740203967595, 144.92944178849268 -37.78815311195498, 144.9295460302657 -37.78846928348794, 144.92957805106917 -37.78860383427696, 144.93096416791658 -37.78876209895731, 144.93119814546853 -37.788760005787175, 144.93199416531095 -37.78885045170819, 144.93208836168304 -37.78834651932971, 144.93217097037524 -37.78833503904431, 144.93306522949476 -37.78843072393977)))",3087230.50876,15418.4767314,Basalt Old Volcanic,Shallow Heavy Textured Clay,Digitized from 1956 Geological Survey of Victoria Map
"MULTIPOLYGON (((144.94805532153873 -37.78128739299497, 144.94802368321677 -37.7824313401914, 144.94687852733819 -37.782125259103935, 144.9453698823944 -37.78192727642285, 144.94434035238152 -37.78265323571476, 144.94401721273385 -37.783906542556316, 144.94274764268943 -37.78548666940211, 144.94270957257174 -37.786859400453935, 144.9435324899647 -37.78791422372359, 144.94302234453883 -37.78858160825671, 144.9422762300451 -37.789484171523156, 144.94259376007417 -37.79103478856473, 144.94392988813493 -37.79225984332379, 144.9453619070519 -37.792628184179, 144.94899669709937 -37.79417938715951, 144.9501872483389 -37.795459061558105, 144.95094851555893 -37.796616805989814, 144.95042181682516 -37.79740878794118, 144.9491901030964 -37.79761624393537, 144.94855719185873 -37.797032972467754, 144.9488145713061 -37.7955496107759, 144.94883197411394 -37.79492044093996, 144.94826008906395 -37.79473880451875, 144.94745455680206 -37.795182566234814, 144.9473523962792 -37.79626805676784, 144.9473318134388 -37.797011620251205, 144.9469476537327 -37.797863295307536, 144.9460668282101 -37.79842018369016, 144.94612148272688 -37.79905060926751, 144.9464018938352 -37.7993416233178, 144.9479734800454 -37.799884041793014, 144.94843236647586 -37.80342736732863, 144.94646368302764 -37.80231838752392, 144.9443827015369 -37.80193873184856, 144.9422795180623 -37.802359797392825, 144.94209724147433 -37.803730004631646, 144.94271269456797 -37.8049424768155, 144.94304298236975 -37.80603551551651, 144.94360224548768 -37.80667475481317, 144.9447493468643 -37.806923680218745, 144.9460406381468 -37.807175109673096, 144.9475719680958 -37.80657233857556, 144.94893852025442 -37.80671059858379, 144.95011027997714 -37.80867664295125, 144.9515989321972 -37.80961814408479, 144.95345441247167 -37.81033710391699, 144.95492735864286 -37.81185053788063, 144.9567561202593 -37.813541802807976, 144.95845179682178 -37.814830159302375, 144.95981537726428 -37.81508269271965, 144.96004269659412 -37.814686058009244, 144.95993313992227 -37.81342521534625, 144.95996305534376 -37.812338463153324, 144.95933623581956 -37.8115264549951, 144.95871258042888 -37.81060004886776, 144.9572832972946 -37.810117464675315, 144.9557866722918 -37.80946201997768, 144.95437321710978 -37.80840742810304, 144.95420114191822 -37.80680214549275, 144.9548862546956 -37.8054978763695, 144.9549343144525 -37.805498711028086, 144.95495176201624 -37.80542556133263, 144.95675901014448 -37.80558761097915, 144.9589028074751 -37.80631148708579, 144.95936177825473 -37.80797896104369, 144.96046174362456 -37.809943661128905, 144.96158221658635 -37.81116478379002, 144.96245813013581 -37.81341171050539, 144.9635598248628 -37.815319187056026, 144.96344685431276 -37.81680507710052, 144.9634248456171 -37.817605843024666, 144.96282601563996 -37.81839663021541, 144.96262627624836 -37.818922312295065, 144.9610558072291 -37.81928291596927, 144.96063932732054 -37.81921714704963, 144.9600766743091 -37.818692377860714, 144.95944192706378 -37.81816635662213, 144.95872878436387 -37.81786787178467, 144.95786513904818 -37.81779567129263, 144.95685571532184 -37.817778159650125, 144.95553579143163 -37.81855639383684, 144.95404952202043 -37.820132867532806, 144.95376307439997 -37.82052157126453, 144.953025846564 -37.820630096753376, 144.95216217664563 -37.82055785367512, 144.951019583411 -37.82013740292935, 144.95081909175602 -37.81956166749918, 144.95098227938604 -37.81887781196403, 144.95189177801356 -37.81729134593614, 144.95213653452078 -37.81626555923857, 144.95129505530383 -37.81539255103987, 144.94973577882186 -37.8143925911891, 144.9483975861058 -37.813224789334804, 144.9481218677712 -37.812762187745115, 144.94528083160034 -37.811167580526956, 144.94369950980249 -37.81096830222542, 144.94300237721157 -37.81009775650784, 144.9419384445848 -37.80944969492971, 144.94080084950795 -37.80885756035566, 144.94024795326195 -37.80798952089734, 144.94005870132014 -37.8070133916144, 144.9409247807336 -37.804396205192454, 144.9414398967085 -37.80142952783435, 144.94040469886824 -37.79975191095645, 144.93896249347335 -37.79715156728982, 144.9395036141396 -37.79584486786273, 144.9398910246045 -37.79487882513332, 144.9402031694436 -37.79402591396959, 144.94014380112566 -37.79356707760464, 144.9391956698043 -37.79395106342288, 144.93766295164602 -37.79461092924817, 144.93715522176262 -37.79471648621062, 144.93717590489553 -37.79397292719465, 144.93784846049 -37.793126334857675, 144.93824223662676 -37.791931509738376, 144.93828039634138 -37.7905587837297, 144.93875893916535 -37.78890764188083, 144.93875271527577 -37.78850994339262, 144.93886589077945 -37.78842676506507, 144.93902598758373 -37.788316628491145, 144.93919055548912 -37.788210723897954, 144.93935941701974 -37.788109165765334, 144.93953239002045 -37.788012063422606, 144.9397092879182 -37.787919521841985, 144.93988991975044 -37.787831640625214, 144.94007409071048 -37.78774851480169, 144.94036533536232 -37.78761572882567, 144.9400719421351 -37.78719310285909, 144.93997132226446 -37.7870601694199, 144.94021062006087 -37.786943086654176, 144.94022285349286 -37.78693346122583, 144.94023475876466 -37.78692357986792, 144.94024632702514 -37.786913449522544, 144.9402608734233 -37.78689989621155, 144.94027481699004 -37.786885949468726, 144.94028814064808 -37.78687162623061, 144.94030082858777 -37.78685694379387, 144.94031286512882 -37.78684191990805, 144.9403242359941 -37.78682657291038, 144.9403349270452 -37.78681092125322, 144.94034492569193 -37.786794983866585, 144.94035421975715 -37.78677878013828, 144.94036279777004 -37.786762329581116, 144.94037064966605 -37.786745652183065, 144.94037776579992 -37.786728768164714, 144.94038413737465 -37.786711697874104, 144.9403897570025 -37.786694462021885, 144.94039461757956 -37.78667708132364, 144.94039871354684 -37.786659577085196, 144.94040203963547 -37.786641970392125, 144.940404591992 -37.7866242824674, 144.94040636746627 -37.78660653477161, 144.940407364043 -37.78658874878512, 144.9404075802714 -37.78657094611079, 144.94040701598357 -37.78655314814867, 144.94040567199548 -37.78653537665388, 144.94040354984494 -37.78651765294358, 144.94040065219843 -37.78649999857998, 144.94039698229935 -37.78648243479736, 144.9403925448034 -37.78646498308003, 144.94038734508828 -37.78644766447428, 144.94038138938907 -37.78643049981615, 144.94037468479212 -37.78641350995646, 144.94036723966676 -37.786396715543255, 144.94024831477554 -37.7861303034997, 144.94146467445822 -37.784949228828026, 144.9426225388334 -37.78479778598184, 144.94359590196547 -37.783498613206845, 144.94354761605229 -37.78263939709613, 144.94370918804105 -37.78201274441047, 144.94472603923612 -37.781744368440464, 144.945104706474 -37.781385170856716, 144.94574129976675 -37.78153318074332, 144.94660609136415 -37.78154826068085, 144.947329916409 -37.78144642777544, 144.94733782855 -37.78116044107585, 144.94713745723053 -37.78058469969327, 144.94773612691904 -37.77979398353917, 144.94783824801442 -37.778708489002895, 144.94859208825446 -37.77751989671698, 144.9488950882792 -37.77708118671579, 144.94907597207515 -37.77827224779139, 144.94833478359436 -37.77900326387026, 144.9478660181369 -37.78031127110757, 144.94805532153873 -37.78128739299497), (144.9414507205173 -37.793246580788285, 144.94077979216155 -37.794035997876705, 144.94125099211251 -37.79524595581842, 144.9423099588825 -37.79606561001286, 144.94352897298214 -37.79631580224283, 144.94519791317904 -37.79594436072759, 144.94615713059807 -37.79515994640097, 144.94589574710696 -37.79418256614962, 144.94557565325664 -37.793561354603476, 144.94526922954194 -37.79337048966905, 144.94319643561582 -37.79270483443322, 144.94225626524633 -37.79280286045119, 144.9414507205173 -37.793246580788285), (144.9501445587743 -37.79700338855638, 144.9503029503304 -37.79649112213792, 144.95031401724958 -37.79609074103261, 144.95000646554877 -37.795864034640346, 144.94945063578325 -37.796018486144476, 144.94936273848697 -37.79658920372968, 144.9495679096012 -37.79699334981686, 144.9501445587743 -37.79700338855638)))",3087230.50876,15418.4767314,Basalt Old Volcanic,Shallow Heavy Textured Clay,Digitized from 1956 Geological Survey of Victoria Map
"MULTIPOLYGON (((144.96177708880523 -37.81984706978798, 144.96180958165536 -37.81986144414731, 144.96796939492975 -37.81864727489948, 144.97075932186266 -37.81832768331989, 144.9733014266384 -37.81847504696419, 144.97572520248482 -37.81994303312273, 144.97714919091572 -37.82144662310411, 144.97933888391665 -37.824178328500324, 144.9815575112166 -37.825853978048976, 144.98473118476312 -37.82670072804379, 144.9869092728634 -37.82742472308924, 144.98817026767298 -37.828246050805866, 144.9879117397837 -37.82968977883127, 144.9879075036348 -37.82971343470138, 144.987649281843 -37.82960322439884, 144.98706449629307 -37.82906497136872, 144.9860223461117 -37.82820193894584, 144.98530157344845 -37.82776700224524, 144.98371110778646 -37.82747564718932, 144.98320113925615 -37.827412798521195, 144.97955199074732 -37.82596044713293, 144.9793057576346 -37.82539274847359, 144.97871530362906 -37.82506565969281, 144.977800673707 -37.82441604710674, 144.97775861115193 -37.8235172897823, 144.97587007135346 -37.82195289606635, 144.97524138638346 -37.82145292984202, 144.97491203347792 -37.82045730587542, 144.97413205959563 -37.819757155666764, 144.9721511205747 -37.819141973884584, 144.9659407081427 -37.819774407595354, 144.96251997084272 -37.820666121588324, 144.95739288396825 -37.82306008225712, 144.9540399239743 -37.82389989667101, 144.9495845207505 -37.823663913299306, 144.94778730165208 -37.82363260071903, 144.94763076953544 -37.82447507752499, 144.9441840803182 -37.82388669169317, 144.94314838126627 -37.822812096653195, 144.93467549075734 -37.82097336462879, 144.9263781136533 -37.820028564528656, 144.92096642867597 -37.82007619107974, 144.91499386290369 -37.820828941071866, 144.90771496313155 -37.823131844732096, 144.90696159726247 -37.82426293811828, 144.90622033277384 -37.82496506012377, 144.90235782133746 -37.82761445198027, 144.9005105201258 -37.82915518625642, 144.89939058670384 -37.82927688355038, 144.8984121684069 -37.831837275544856, 144.89763711280676 -37.834739368485614, 144.8989802180182 -37.84186300192565, 144.8998437387103 -37.843357505163375, 144.8994674081339 -37.84364280445119, 144.89873216739366 -37.8427891968739, 144.8978727992088 -37.8413277571346, 144.8973200747018 -37.839758547933066, 144.8970927744555 -37.838253687535016, 144.8969756457593 -37.83685064257213, 144.89696193794686 -37.83517248268714, 144.89715720730015 -37.83308925682101, 144.8977356053465 -37.830860086509844, 144.89844285303784 -37.82968930937591, 144.89879700119857 -37.82910303697562, 144.9001443613309 -37.82751703044837, 144.90183688470054 -37.825915005881, 144.90376811073224 -37.82428606022677, 144.9050858562453 -37.82318826772312, 144.906064021575 -37.82224378930774, 144.90663967747872 -37.821004499391314, 144.9065342068165 -37.8197705386914, 144.90628680415224 -37.81839310696087, 144.90597174816932 -37.81709597202567, 144.90562741913934 -37.81568218547582, 144.90544093528698 -37.81455059748309, 144.90546808586615 -37.81345385013201, 144.90592620269456 -37.81109055493541, 144.90630608593295 -37.80939291346336, 144.90668417582458 -37.80823250914363, 144.90756777314527 -37.806137173124455, 144.90761684800643 -37.806498620869036, 144.90698684500703 -37.80837582743487, 144.90615445225467 -37.81230950542856, 144.906486838777 -37.81586332040094, 144.90824835153717 -37.81990032524806, 144.9117575910274 -37.818245889681315, 144.9123726840597 -37.80921535364076, 144.91504006574937 -37.809262614048144, 144.91466735292022 -37.8173818718773, 144.91687188307006 -37.81850815798637, 144.91963258434612 -37.81781305253442, 144.92809377293554 -37.81447155659632, 144.92890778482928 -37.816317060287936, 144.9266583153105 -37.81679249098898, 144.92561209670558 -37.8180902250545, 144.93080973713847 -37.81795278488314, 144.93391166429083 -37.81795003239627, 144.94383010183702 -37.81406071228112, 144.94499231358247 -37.81636998613974, 144.94544467670968 -37.81826629204305, 144.94055982513558 -37.820126586565614, 144.9334583215581 -37.81868599471777, 144.93228554416748 -37.81935209845379, 144.94770362373686 -37.822654756647374, 144.95252050826082 -37.82325364263269, 144.9546179239672 -37.82306119977796, 144.9571668965572 -37.8221898591563, 144.96177708880523 -37.81984706978798)))",3087230.50876,15418.4767314,Water,,Digitized from 1956 Geological Survey of Victoria Map
"MULTIPOLYGON (((144.93984004714974 -37.78521569965663, 144.94024108913823 -37.784870611576935, 144.94032586226518 -37.78441429549554, 144.94026173402798 -37.78412704987068, 144.93969789621224 -37.78365938933988, 144.9398531499244 -37.78326153126618, 144.9401509477801 -37.78292339083106, 144.9405944640292 -37.78253057275615, 144.94075129788953 -37.782075516123776, 144.94068875717198 -37.78173107353799, 144.9402017632664 -37.781093084403835, 144.93898142101682 -37.78090006178997, 144.93871096494382 -37.780895328856815, 144.93855543648976 -37.78053029622616, 144.93943604988996 -37.78010686836307, 144.94045923894055 -37.779609740473504, 144.94047511500509 -37.77903776934921, 144.93897767441 -37.77843932739476, 144.93732329074513 -37.77831962564107, 144.93714294744407 -37.7779722220426, 144.93707974166367 -37.77778693068979, 144.9379572722052 -37.77789437716062, 144.93782293728827 -37.777587511795765, 144.93773218172666 -37.77735016765801, 144.9376948342338 -37.77724910300665, 144.93766971059696 -37.777180488721356, 144.93768716132672 -37.7771735684051, 144.9377051265645 -37.77716704989529, 144.93778628138966 -37.77710130550143, 144.93784719601558 -37.777045828191575, 144.9379268780634 -37.77697325841654, 144.93803636643088 -37.77686345927579, 144.93813655351735 -37.77674989125869, 144.93817455070544 -37.7766727795039, 144.9382124467699 -37.776595626650995, 144.9382254524872 -37.776539241221826, 144.93823840765742 -37.77648283541777, 144.93829515253705 -37.776382517759565, 144.9383642568685 -37.77628715760831, 144.93840528645552 -37.77621127465599, 144.9384928654194 -37.776123450917005, 144.9385349278952 -37.77600969857706, 144.93858917139517 -37.775792492336116, 144.9386147831946 -37.77571036218327, 144.93863736220283 -37.775627003135604, 144.93867607509912 -37.77557431751952, 144.93876879687963 -37.77544812918211, 144.9426188231566 -37.775919434755714, 144.94328010889194 -37.77668333694316, 144.94351921418962 -37.77846148421225, 144.9442643660016 -37.78019123922239, 144.9446856626104 -37.78059916595437, 144.94531840813696 -37.78118245479483, 144.94472603923612 -37.781744368440464, 144.94370918804105 -37.78201274441047, 144.94354761605229 -37.78263939709613, 144.94359590196547 -37.783498613206845, 144.9426225388334 -37.78479778598184, 144.94146467445822 -37.784949228828026, 144.94024831477554 -37.7861303034997, 144.93984004714974 -37.78521569965663)))",3087230.50876,15418.4767314,Alluvial Terrace,Silt,Digitized from 1956 Geological Survey of Victoria Map
